GAME_DATE,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,POINTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,POINTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
2020-12-13,12000017,Final,1610612757,1610612758,2020,1610612757,106,0.4,0.815,0.4,19,42,1610612758,121,0.432,0.775,0.286,27,50,0
2020-12-12,12000006,Final,1610612766,1610612761,2020,1610612766,100,0.395,0.634,0.345,24,54,1610612761,111,0.411,0.643,0.365,27,46,0
2020-12-12,12000007,Final,1610612739,1610612754,2020,1610612739,107,0.494,0.625,0.31,20,48,1610612754,104,0.425,0.7,0.341,26,38,1
2020-12-12,12000008,Final,1610612759,1610612760,2020,1610612759,108,0.376,0.68,0.395,23,45,1610612760,121,0.489,0.9,0.548,21,58,0
2020-12-12,12000009,Final,1610612749,1610612742,2020,1610612749,102,0.404,0.85,0.237,24,53,1610612742,112,0.414,0.867,0.395,27,51,0
2020-12-12,12000010,Final,1610612750,1610612763,2020,1610612750,105,0.395,0.75,0.371,17,51,1610612763,107,0.426,0.696,0.275,30,49,0
2020-12-12,12000011,Final,1610612744,1610612743,2020,1610612744,107,0.438,0.743,0.275,25,39,1610612743,105,0.43,0.72,0.28,20,48,1
2020-12-12,12000012,Final,1610612762,1610612756,2020,1610612762,119,0.5,0.741,0.415,21,45,1610612756,105,0.433,0.81,0.345,22,48,1
2020-12-11,12000001,Final,1610612737,1610612753,2020,1610612737,112,0.37,0.829,0.313,20,61,1610612753,116,0.457,0.69,0.286,26,49,0
2020-12-11,12000002,Final,1610612765,1610612752,2020,1610612765,84,0.325,0.88,0.256,17,41,1610612752,90,0.458,0.474,0.217,23,54,0
2020-12-11,12000003,Final,1610612741,1610612745,2020,1610612741,104,0.413,0.73,0.324,20,56,1610612745,125,0.434,0.714,0.462,25,47,0
2020-12-11,12000004,Final,1610612747,1610612746,2020,1610612747,87,0.357,0.8,0.318,15,46,1610612746,81,0.357,0.647,0.278,15,55,1
2020-12-11,12000005,Final,1610612757,1610612758,2020,1610612757,127,0.511,0.727,0.5,22,55,1610612758,102,0.368,0.727,0.32,24,44,1
2020-10-11,41900406,Final,1610612748,1610612747,2019,1610612748,93,0.443,0.591,0.357,25,41,1610612747,106,0.483,0.643,0.314,23,46,0
2020-10-09,41900405,Final,1610612747,1610612748,2019,1610612747,108,0.463,0.857,0.368,21,41,1610612748,111,0.458,0.955,0.424,26,35,0
2020-10-06,41900404,Final,1610612748,1610612747,2019,1610612748,96,0.427,0.808,0.344,18,39,1610612747,102,0.443,0.857,0.359,25,42,0
2020-10-04,41900403,Final,1610612748,1610612747,2019,1610612748,115,0.513,0.913,0.353,25,37,1610612747,104,0.43,0.759,0.333,23,43,1
2020-10-02,41900402,Final,1610612747,1610612748,2019,1610612747,124,0.505,0.588,0.34,32,44,1610612748,114,0.507,0.912,0.407,29,37,1
2020-09-30,41900401,Final,1610612747,1610612748,2019,1610612747,116,0.452,0.926,0.395,26,54,1610612748,98,0.427,0.786,0.314,23,36,1
2020-09-27,41900306,Final,1610612748,1610612738,2019,1610612748,125,0.563,0.846,0.481,30,40,1610612738,113,0.434,0.8,0.326,26,42,1
2020-09-26,41900315,Final,1610612747,1610612743,2019,1610612747,117,0.545,0.828,0.375,24,43,1610612743,107,0.422,0.885,0.267,23,36,1
2020-09-25,41900305,Final,1610612738,1610612748,2019,1610612738,121,0.452,0.862,0.316,29,50,1610612748,108,0.453,0.793,0.194,27,38,1
2020-09-24,41900314,Final,1610612743,1610612747,2019,1610612743,108,0.506,0.87,0.357,22,33,1610612747,114,0.475,0.8,0.333,23,41,0
2020-09-23,41900304,Final,1610612748,1610612738,2019,1610612748,112,0.429,0.889,0.27,20,40,1610612738,109,0.476,0.81,0.35,28,46,1
2020-09-22,41900313,Final,1610612743,1610612747,2019,1610612743,114,0.548,0.793,0.379,26,44,1610612747,106,0.518,0.636,0.231,27,25,1
2020-09-20,41900312,Final,1610612747,1610612743,2019,1610612747,105,0.446,0.947,0.361,23,44,1610612743,103,0.473,0.758,0.333,22,31,1
2020-09-19,41900303,Final,1610612748,1610612738,2019,1610612748,106,0.388,0.824,0.273,21,42,1610612738,117,0.482,0.867,0.346,27,50,0
2020-09-18,41900311,Final,1610612747,1610612743,2019,1610612747,126,0.53,0.73,0.423,33,34,1610612743,114,0.494,0.821,0.346,23,37,1
2020-09-17,41900302,Final,1610612738,1610612748,2019,1610612738,101,0.5,0.792,0.357,19,41,1610612748,106,0.444,0.857,0.326,27,38,0
2020-09-15,41900301,Final,1610612738,1610612748,2019,1610612738,114,0.443,0.913,0.357,24,37,1610612748,117,0.471,0.75,0.444,32,41,0
2020-09-15,41900237,Final,1610612746,1610612743,2019,1610612746,89,0.378,0.75,0.257,21,37,1610612743,104,0.494,0.938,0.351,22,53,0
2020-09-13,41900236,Final,1610612743,1610612746,2019,1610612743,111,0.541,0.704,0.48,26,41,1610612746,98,0.41,0.889,0.37,20,37,1
2020-09-12,41900225,Final,1610612747,1610612745,2019,1610612747,119,0.527,0.759,0.514,25,50,1610612745,96,0.371,0.708,0.265,18,31,1
2020-09-11,41900235,Final,1610612746,1610612743,2019,1610612746,105,0.42,0.882,0.381,22,41,1610612743,111,0.481,0.84,0.444,20,44,0
2020-09-11,41900217,Final,1610612761,1610612738,2019,1610612761,87,0.413,0.895,0.286,17,44,1610612738,92,0.407,0.565,0.237,19,44,0
2020-09-10,41900224,Final,1610612745,1610612747,2019,1610612745,100,0.431,0.769,0.424,24,26,1610612747,110,0.489,0.938,0.3,30,52,0
2020-09-09,41900216,Final,1610612738,1610612761,2019,1610612738,122,0.44,0.833,0.413,32,58,1610612761,125,0.436,0.72,0.404,22,46,0
2020-09-09,41900234,Final,1610612743,1610612746,2019,1610612743,85,0.397,0.846,0.333,19,38,1610612746,96,0.418,0.733,0.286,19,41,0
2020-09-08,41900205,Final,1610612749,1610612748,2019,1610612749,94,0.363,0.731,0.273,20,41,1610612748,103,0.479,0.917,0.355,21,48,0
2020-09-08,41900223,Final,1610612745,1610612747,2019,1610612745,102,0.469,1,0.4,23,30,1610612747,112,0.551,0.696,0.333,25,43,0
2020-09-07,41900215,Final,1610612761,1610612738,2019,1610612761,89,0.388,0.846,0.3,19,36,1610612738,111,0.494,0.889,0.324,23,45,0
2020-09-07,41900233,Final,1610612743,1610612746,2019,1610612743,107,0.468,0.8,0.324,32,36,1610612746,113,0.547,0.769,0.355,23,41,0
2020-09-06,41900204,Final,1610612748,1610612749,2019,1610612748,115,0.444,0.9,0.362,33,41,1610612749,118,0.489,0.773,0.314,25,46,0
2020-09-06,41900222,Final,1610612747,1610612745,2019,1610612747,117,0.566,0.611,0.444,30,41,1610612745,109,0.449,0.739,0.415,22,35,1
2020-09-05,41900214,Final,1610612738,1610612761,2019,1610612738,93,0.44,0.741,0.2,18,45,1610612761,100,0.395,0.789,0.386,23,41,0
2020-09-05,41900232,Final,1610612746,1610612743,2019,1610612746,101,0.409,0.69,0.281,20,52,1610612743,110,0.451,0.765,0.375,18,45,0
2020-09-04,41900203,Final,1610612748,1610612749,2019,1610612748,115,0.449,0.794,0.383,27,49,1610612749,100,0.42,0.714,0.297,23,44,1
2020-09-04,41900221,Final,1610612747,1610612745,2019,1610612747,97,0.422,0.842,0.289,18,41,1610612745,112,0.481,0.741,0.359,19,41,0
2020-09-03,41900213,Final,1610612738,1610612761,2019,1610612738,103,0.47,0.762,0.31,21,44,1610612761,104,0.466,0.563,0.325,23,39,0
2020-09-03,41900231,Final,1610612746,1610612743,2019,1610612746,120,0.571,0.824,0.417,23,45,1610612743,97,0.422,0.667,0.25,20,40,1
2020-09-02,41900202,Final,1610612749,1610612748,2019,1610612749,114,0.435,0.846,0.28,16,50,1610612748,116,0.457,0.781,0.378,22,38,0
2020-09-02,41900177,Final,1610612745,1610612760,2019,1610612745,104,0.398,0.895,0.347,18,44,1610612760,102,0.461,0.762,0.471,24,46,1
2020-09-01,41900212,Final,1610612761,1610612738,2019,1610612761,99,0.4,0.842,0.275,25,41,1610612738,102,0.421,0.92,0.395,18,44,0
2020-09-01,41900167,Final,1610612743,1610612762,2019,1610612743,80,0.373,0.769,0.258,21,46,1610612762,78,0.38,0.667,0.235,16,48,1
2020-08-31,41900201,Final,1610612749,1610612748,2019,1610612749,104,0.493,0.538,0.457,22,34,1610612748,115,0.464,0.926,0.387,21,46,0
2020-08-31,41900176,Final,1610612760,1610612745,2019,1610612760,104,0.427,0.889,0.333,17,51,1610612745,100,0.452,0.75,0.341,19,41,1
2020-08-30,41900211,Final,1610612761,1610612738,2019,1610612761,94,0.369,0.759,0.25,22,40,1610612738,112,0.47,0.81,0.436,25,50,0
2020-08-30,41900156,Final,1610612742,1610612746,2019,1610612742,97,0.422,0.588,0.297,20,42,1610612746,111,0.484,0.923,0.379,22,52,0
2020-08-30,41900166,Final,1610612762,1610612743,2019,1610612762,107,0.453,0.7,0.5,20,30,1610612743,119,0.549,0.885,0.5,22,43,0
2020-08-29,41900105,Final,1610612749,1610612753,2019,1610612749,118,0.455,0.815,0.356,27,56,1610612753,104,0.394,0.714,0.366,22,47,1
2020-08-29,41900175,Final,1610612745,1610612760,2019,1610612745,114,0.43,0.643,0.396,28,55,1610612760,80,0.315,0.652,0.152,11,58,1
2020-08-29,41900145,Final,1610612747,1610612757,2019,1610612747,131,0.545,0.808,0.389,27,41,1610612757,122,0.473,0.808,0.481,20,43,1
2020-08-25,41900165,Final,1610612743,1610612762,2019,1610612743,117,0.506,0.938,0.457,22,38,1610612762,107,0.5,0.813,0.471,23,35,1
2020-08-25,41900155,Final,1610612746,1610612742,2019,1610612746,154,0.631,0.765,0.629,28,49,1610612742,111,0.447,0.697,0.324,19,31,1
2020-08-24,41900104,Final,1610612753,1610612749,2019,1610612753,106,0.414,0.8,0.4,26,43,1610612749,121,0.495,0.667,0.415,29,49,0
2020-08-24,41900174,Final,1610612760,1610612745,2019,1610612760,117,0.488,0.786,0.344,16,46,1610612745,114,0.451,0.9,0.397,25,40,1
2020-08-24,41900134,Final,1610612748,1610612754,2019,1610612748,99,0.44,0.786,0.267,24,60,1610612754,87,0.413,0.636,0.378,20,34,1
2020-08-24,41900144,Final,1610612757,1610612747,2019,1610612757,115,0.449,0.742,0.429,20,42,1610612747,135,0.563,0.667,0.436,29,41,0
2020-08-23,41900124,Final,1610612755,1610612738,2019,1610612755,106,0.427,0.794,0.265,12,39,1610612738,110,0.463,0.759,0.343,19,42,0
2020-08-23,41900154,Final,1610612742,1610612746,2019,1610612742,135,0.5,0.75,0.361,20,54,1610612746,133,0.464,0.906,0.368,19,41,1
2020-08-23,41900114,Final,1610612751,1610612761,2019,1610612751,122,0.398,0.758,0.38,21,44,1610612761,150,0.554,0.727,0.468,39,57,0
2020-08-23,41900164,Final,1610612762,1610612743,2019,1610612762,129,0.575,0.861,0.483,14,37,1610612743,127,0.49,0.923,0.386,25,40,1
2020-08-22,41900103,Final,1610612753,1610612749,2019,1610612753,107,0.452,0.857,0.487,24,35,1610612749,121,0.561,0.706,0.459,27,43,0
2020-08-22,41900133,Final,1610612748,1610612754,2019,1610612748,124,0.453,0.827,0.394,23,46,1610612754,115,0.488,0.75,0.364,23,37,1
2020-08-22,41900173,Final,1610612760,1610612745,2019,1610612760,119,0.446,0.676,0.341,20,54,1610612745,107,0.413,0.696,0.3,14,46,1
2020-08-22,41900143,Final,1610612757,1610612747,2019,1610612757,108,0.411,0.947,0.343,17,38,1610612747,116,0.5,0.651,0.333,26,55,0
2020-08-21,41900113,Final,1610612751,1610612761,2019,1610612751,92,0.333,0.727,0.314,24,42,1610612761,117,0.505,0.636,0.474,35,56,0
2020-08-21,41900163,Final,1610612762,1610612743,2019,1610612762,124,0.512,0.769,0.486,27,50,1610612743,87,0.375,0.818,0.316,20,45,1
2020-08-21,41900123,Final,1610612755,1610612738,2019,1610612755,94,0.295,0.853,0.231,14,57,1610612738,102,0.414,0.917,0.258,15,45,0
2020-08-21,41900153,Final,1610612742,1610612746,2019,1610612742,122,0.506,0.708,0.395,27,42,1610612746,130,0.522,0.815,0.412,24,44,0
2020-08-20,41900132,Final,1610612754,1610612748,2019,1610612754,100,0.444,0.8,0.353,25,38,1610612748,109,0.474,0.679,0.514,27,41,0
2020-08-20,41900172,Final,1610612745,1610612760,2019,1610612745,111,0.418,0.889,0.339,21,41,1610612760,98,0.443,0.895,0.344,15,48,1
2020-08-20,41900102,Final,1610612749,1610612753,2019,1610612749,111,0.472,0.75,0.366,26,57,1610612753,96,0.348,0.871,0.212,18,42,1
2020-08-20,41900142,Final,1610612747,1610612757,2019,1610612747,111,0.478,0.9,0.368,26,50,1610612757,88,0.4,0.75,0.276,14,41,1
2020-08-19,41900112,Final,1610612761,1610612751,2019,1610612761,104,0.437,0.679,0.257,22,44,1610612751,99,0.388,0.704,0.341,25,46,1
2020-08-19,41900162,Final,1610612743,1610612762,2019,1610612743,105,0.457,0.783,0.481,22,41,1610612762,124,0.517,0.824,0.455,32,36,0
2020-08-19,41900122,Final,1610612738,1610612755,2019,1610612738,128,0.512,0.724,0.442,20,43,1610612755,101,0.418,0.811,0.238,21,38,1
2020-08-19,41900152,Final,1610612746,1610612742,2019,1610612746,114,0.44,0.769,0.294,16,47,1610612742,127,0.5,0.703,0.448,25,49,0
2020-08-18,41900101,Final,1610612749,1610612753,2019,1610612749,110,0.433,0.643,0.333,28,47,1610612753,122,0.494,0.947,0.39,29,48,0
2020-08-18,41900131,Final,1610612754,1610612748,2019,1610612754,101,0.474,0.864,0.417,22,37,1610612748,113,0.494,0.8,0.371,22,35,0
2020-08-18,41900171,Final,1610612745,1610612760,2019,1610612745,123,0.483,0.895,0.385,25,36,1610612760,108,0.44,0.84,0.371,22,46,1
2020-08-18,41900141,Final,1610612747,1610612757,2019,1610612747,93,0.351,0.645,0.156,22,55,1610612757,100,0.392,0.758,0.382,18,50,0
2020-08-17,41900161,Final,1610612743,1610612762,2019,1610612743,135,0.516,0.833,0.537,23,41,1610612762,125,0.474,0.739,0.34,18,52,1
2020-08-17,41900111,Final,1610612761,1610612751,2019,1610612761,134,0.471,0.97,0.5,26,47,1610612751,110,0.467,0.688,0.31,33,45,1
2020-08-17,41900121,Final,1610612738,1610612755,2019,1610612738,109,0.422,0.885,0.323,22,43,1610612755,101,0.463,0.783,0.333,23,50,1
2020-08-17,41900151,Final,1610612746,1610612742,2019,1610612746,118,0.474,0.75,0.342,18,45,1610612742,110,0.457,0.875,0.349,18,41,1
2020-08-15,51900111,Final,1610612757,1610612763,2019,1610612757,126,0.452,0.854,0.375,20,39,1610612763,122,0.489,0.818,0.56,30,49,1
2020-08-14,21901318,Final,1610612761,1610612743,2019,1610612761,117,0.5,0.643,0.514,27,51,1610612743,109,0.414,0.913,0.421,27,41,1
2020-08-14,21901316,Final,1610612754,1610612748,2019,1610612754,109,0.483,0.727,0.395,32,51,1610612748,92,0.356,0.741,0.263,14,48,1
2020-08-14,21901317,Final,1610612746,1610612760,2019,1610612746,107,0.4,0.692,0.324,23,61,1610612760,103,0.358,0.591,0.318,18,48,1
2020-08-14,21901315,Final,1610612745,1610612755,2019,1610612745,96,0.438,0.875,0.25,25,27,1610612755,134,0.563,0.818,0.474,31,51,0
2020-08-13,21901308,Final,1610612738,1610612764,2019,1610612738,90,0.398,0.857,0.229,22,51,1610612764,96,0.386,0.75,0.385,22,56,0
2020-08-13,21901310,Final,1610612747,1610612758,2019,1610612747,122,0.49,0.733,0.429,29,47,1610612758,136,0.568,0.583,0.447,37,44,0
2020-08-13,21901311,Final,1610612763,1610612749,2019,1610612763,119,0.5,0.696,0.394,36,55,1610612749,106,0.398,0.652,0.317,27,45,1
2020-08-13,21901313,Final,1610612756,1610612742,2019,1610612756,128,0.551,0.762,0.412,34,45,1610612742,102,0.438,0.842,0.308,17,43,1
2020-08-13,21901314,Final,1610612762,1610612759,2019,1610612762,118,0.465,0.9,0.326,25,43,1610612759,112,0.494,0.667,0.5,24,44,1
2020-08-13,21901309,Final,1610612751,1610612757,2019,1610612751,133,0.552,0.684,0.424,28,46,1610612757,134,0.481,0.875,0.333,25,42,0
2020-08-13,21901312,Final,1610612753,1610612740,2019,1610612753,133,0.571,0.733,0.536,25,33,1610612740,127,0.552,0.778,0.294,22,40,1
2020-08-12,21901304,Final,1610612745,1610612754,2019,1610612745,104,0.372,0.857,0.281,20,49,1610612754,108,0.4,0.773,0.355,25,54,0
2020-08-12,21901305,Final,1610612755,1610612761,2019,1610612755,121,0.464,0.788,0.425,27,47,1610612761,125,0.444,0.675,0.419,28,47,0
2020-08-12,21901306,Final,1610612760,1610612748,2019,1610612760,116,0.438,0.815,0.381,20,50,1610612748,115,0.488,0.85,0.333,24,40,1
2020-08-12,21901307,Final,1610612743,1610612746,2019,1610612743,111,0.494,0.632,0.371,33,42,1610612746,124,0.541,0.783,0.378,29,40,0
2020-08-11,21901297,Final,1610612753,1610612751,2019,1610612753,96,0.386,0.862,0.304,13,49,1610612751,108,0.427,0.792,0.302,26,47,0
2020-08-11,21901298,Final,1610612759,1610612745,2019,1610612759,123,0.495,0.9,0.406,28,59,1610612745,105,0.404,0.905,0.292,18,37,1
2020-08-11,21901299,Final,1610612755,1610612756,2019,1610612755,117,0.495,0.714,0.455,28,34,1610612756,130,0.551,0.952,0.429,28,44,0
2020-08-11,21901301,Final,1610612763,1610612738,2019,1610612763,107,0.393,0.789,0.241,26,44,1610612738,122,0.512,0.783,0.432,29,46,0
2020-08-11,21901300,Final,1610612742,1610612757,2019,1610612742,131,0.519,0.818,0.455,28,37,1610612757,134,0.469,0.931,0.395,18,48,0
2020-08-11,21901302,Final,1610612758,1610612740,2019,1610612758,112,0.489,0.938,0.423,27,45,1610612740,106,0.512,0.789,0.292,25,34,1
2020-08-11,21901303,Final,1610612764,1610612749,2019,1610612764,113,0.411,0.767,0.343,22,44,1610612749,126,0.506,0.714,0.474,25,53,0
2020-08-10,21901292,Final,1610612756,1610612760,2019,1610612756,128,0.472,0.931,0.5,29,53,1610612760,101,0.389,0.857,0.333,24,40,1
2020-08-10,21901293,Final,1610612762,1610612742,2019,1610612762,114,0.476,0.75,0.457,28,38,1610612742,122,0.565,0.875,0.5,29,34,0
2020-08-10,21901294,Final,1610612749,1610612761,2019,1610612749,106,0.393,0.743,0.326,25,49,1610612761,114,0.433,0.692,0.3,24,55,0
2020-08-10,21901295,Final,1610612748,1610612754,2019,1610612748,114,0.449,0.684,0.325,29,59,1610612754,92,0.393,0.64,0.286,20,45,1
2020-08-10,21901296,Final,1610612747,1610612743,2019,1610612747,124,0.543,0.688,0.483,28,32,1610612743,121,0.584,0.783,0.565,27,35,1
2020-08-09,21901285,Final,1610612760,1610612764,2019,1610612760,121,0.512,0.773,0.462,25,43,1610612764,103,0.413,0.818,0.25,23,44,1
2020-08-09,21901286,Final,1610612761,1610612763,2019,1610612761,108,0.479,0.758,0.385,25,40,1610612763,99,0.407,0.688,0.333,24,42,1
2020-08-09,21901287,Final,1610612740,1610612759,2019,1610612740,113,0.438,0.773,0.4,30,48,1610612759,122,0.449,0.969,0.393,22,51,0
2020-08-09,21901288,Final,1610612738,1610612753,2019,1610612738,122,0.441,0.833,0.3,32,54,1610612753,119,0.402,0.846,0.319,24,52,1
2020-08-09,21901289,Final,1610612757,1610612755,2019,1610612757,124,0.473,0.931,0.314,19,41,1610612755,121,0.485,0.765,0.467,24,48,1
2020-08-09,21901290,Final,1610612758,1610612745,2019,1610612758,112,0.471,0.87,0.27,29,41,1610612745,129,0.473,0.833,0.316,21,48,0
2020-08-09,21901291,Final,1610612746,1610612751,2019,1610612746,120,0.484,0.85,0.361,23,39,1610612751,129,0.553,0.789,0.465,32,46,0
2020-08-08,21901280,Final,1610612757,1610612746,2019,1610612757,117,0.489,0.706,0.395,24,41,1610612746,122,0.494,0.821,0.441,24,45,0
2020-08-08,21901281,Final,1610612743,1610612762,2019,1610612743,134,0.472,0.767,0.243,29,52,1610612762,132,0.448,0.727,0.4,34,51,1
2020-08-08,21901282,Final,1610612754,1610612747,2019,1610612754,116,0.524,0.929,0.455,25,42,1610612747,111,0.42,0.737,0.333,20,44,1
2020-08-08,21901283,Final,1610612748,1610612756,2019,1610612748,112,0.488,0.864,0.306,28,37,1610612756,119,0.478,0.95,0.375,27,52,0
2020-08-08,21901284,Final,1610612742,1610612749,2019,1610612742,136,0.417,0.92,0.321,37,54,1610612749,132,0.475,0.676,0.341,26,55,1
2020-08-07,21901274,Final,1610612759,1610612762,2019,1610612759,119,0.506,0.769,0.409,27,47,1610612762,111,0.418,0.792,0.432,25,49,1
2020-08-07,21901275,Final,1610612763,1610612760,2019,1610612763,121,0.554,0.9,0.355,24,58,1610612760,92,0.351,0.733,0.302,19,36,1
2020-08-07,21901276,Final,1610612751,1610612758,2019,1610612751,119,0.488,0.643,0.425,30,44,1610612758,106,0.427,0.75,0.3,19,50,1
2020-08-07,21901277,Final,1610612755,1610612753,2019,1610612755,108,0.409,0.727,0.276,19,51,1610612753,101,0.42,0.76,0.25,17,47,1
2020-08-07,21901278,Final,1610612740,1610612764,2019,1610612740,118,0.477,0.846,0.343,25,45,1610612764,107,0.422,0.913,0.37,22,40,1
2020-08-07,21901279,Final,1610612761,1610612738,2019,1610612761,100,0.427,0.824,0.263,20,48,1610612738,122,0.49,0.75,0.348,27,52,0
2020-08-06,21901268,Final,1610612758,1610612740,2019,1610612758,140,0.538,0.727,0.485,26,39,1610612740,125,0.573,0.739,0.412,31,30,1
2020-08-06,21901269,Final,1610612749,1610612748,2019,1610612749,130,0.526,0.868,0.405,27,44,1610612748,116,0.422,0.926,0.457,28,39,1
2020-08-06,21901270,Final,1610612756,1610612754,2019,1610612756,114,0.467,0.95,0.265,27,53,1610612754,99,0.435,0.789,0.345,20,38,1
