account_id,district_id,frequency,account_open_date,client_id
163,30,MONTHLY STATEMENTS,1993-01-27,197
2566,48,MONTHLY STATEMENTS,1993-01-27,3097
9,70,MONTHLY STATEMENTS,1993-01-27,12
1144,59,MONTHLY STATEMENTS,1993-01-28,1375
2902,32,MONTHLY STATEMENTS,1993-01-28,3507
4296,63,MONTHLY STATEMENTS,1993-01-28,5175
443,64,MONTHLY STATEMENTS,1993-01-28,534
3693,61,MONTHLY STATEMENTS,1993-01-29,4453
2070,72,MONTHLY STATEMENTS,1993-01-29,2510
1843,12,MONTHLY STATEMENTS,1993-01-30,2235
2714,1,MONTHLY STATEMENTS,1993-01-30,3276
4078,40,MONTHLY STATEMENTS,1993-01-30,4915
1675,36,MONTHLY STATEMENTS,1993-02-01,2034
5868,44,MONTHLY STATEMENTS,1993-02-02,7100
1805,1,MONTHLY STATEMENTS,1993-02-02,2186
2434,17,MONTHLY STATEMENTS,1993-02-02,2940
3007,16,MONTHLY STATEMENTS,1993-02-02,3632
2574,68,MONTHLY STATEMENTS,1993-02-02,3105
862,64,WEEKLY STATEMENTS,1993-02-02,1039
1132,1,WEEKLY STATEMENTS,1993-02-03,1359
4484,54,MONTHLY STATEMENTS,1993-02-03,5409
943,1,MONTHLY STATEMENTS,1993-02-03,1137
3514,7,MONTHLY STATEMENTS,1993-02-03,4243
3983,67,MONTHLY STATEMENTS,1993-02-04,4803
9265,1,MONTHLY STATEMENTS,1993-02-04,11409
465,32,MONTHLY STATEMENTS,1993-02-04,559
982,54,MONTHLY STATEMENTS,1993-02-05,1183
411,70,MONTHLY STATEMENTS,1993-02-05,496
890,14,MONTHLY STATEMENTS,1993-02-05,1072
627,63,MONTHLY STATEMENTS,1993-02-05,754
2429,61,MONTHLY STATEMENTS,1993-02-06,2935
3960,64,MONTHLY STATEMENTS,1993-02-06,4777
2256,48,MONTHLY STATEMENTS,1993-02-06,2731
8051,1,WEEKLY STATEMENTS,1993-02-07,9945
2647,73,MONTHLY STATEMENTS,1993-02-08,3193
2241,6,MONTHLY STATEMENTS,1993-02-08,2714
5622,70,MONTHLY STATEMENTS,1993-02-08,6789
2884,1,MONTHLY STATEMENTS,1993-02-08,3486
1830,10,MONTHLY STATEMENTS,1993-02-08,2220
7753,74,MONTHLY STATEMENTS,1993-02-08,9593
244,24,MONTHLY STATEMENTS,1993-02-08,295
1477,1,MONTHLY STATEMENTS,1993-02-08,1790
4240,50,MONTHLY STATEMENTS,1993-02-08,5111
1006,6,MONTHLY STATEMENTS,1993-02-08,1210
830,74,MONTHLY STATEMENTS,1993-02-08,999
9188,45,MONTHLY STATEMENTS,1993-02-08,11314
1965,57,STATEMENTS AFTER TRANSACTION,1993-02-08,2390
1134,6,MONTHLY STATEMENTS,1993-02-09,1363
1601,10,MONTHLY STATEMENTS,1993-02-09,1941
2861,38,MONTHLY STATEMENTS,1993-02-10,3457
813,16,MONTHLY STATEMENTS,1993-02-10,976
2585,75,MONTHLY STATEMENTS,1993-02-10,3120
2220,16,MONTHLY STATEMENTS,1993-02-10,2689
2763,64,MONTHLY STATEMENTS,1993-02-11,3336
2342,51,MONTHLY STATEMENTS,1993-02-11,2830
1944,72,MONTHLY STATEMENTS,1993-02-12,2363
1966,27,MONTHLY STATEMENTS,1993-02-12,2391
1801,46,MONTHLY STATEMENTS,1993-02-13,2181
2543,68,MONTHLY STATEMENTS,1993-02-13,3070
2293,31,MONTHLY STATEMENTS,1993-02-13,2776
11013,1,WEEKLY STATEMENTS,1993-02-14,13539
2423,30,MONTHLY STATEMENTS,1993-02-14,2928
142,51,MONTHLY STATEMENTS,1993-02-15,171
3424,74,MONTHLY STATEMENTS,1993-02-16,4139
539,13,STATEMENTS AFTER TRANSACTION,1993-02-16,649
979,21,MONTHLY STATEMENTS,1993-02-16,1180
3554,66,MONTHLY STATEMENTS,1993-02-16,4289
3545,51,MONTHLY STATEMENTS,1993-02-17,4279
3047,16,MONTHLY STATEMENTS,1993-02-17,3684
3374,21,MONTHLY STATEMENTS,1993-02-17,4080
96,68,MONTHLY STATEMENTS,1993-02-18,114
461,30,MONTHLY STATEMENTS,1993-02-18,554
3593,1,MONTHLY STATEMENTS,1993-02-18,4336
3026,24,MONTHLY STATEMENTS,1993-02-18,3655
1054,10,MONTHLY STATEMENTS,1993-02-19,1266
2433,71,MONTHLY STATEMENTS,1993-02-19,2939
3691,50,MONTHLY STATEMENTS,1993-02-19,4451
3787,70,MONTHLY STATEMENTS,1993-02-19,4567
128,2,MONTHLY STATEMENTS,1993-02-19,153
3168,39,MONTHLY STATEMENTS,1993-02-20,3831
4937,12,MONTHLY STATEMENTS,1993-02-20,5965
2124,69,MONTHLY STATEMENTS,1993-02-20,2569
322,1,MONTHLY STATEMENTS,1993-02-20,392
4355,31,MONTHLY STATEMENTS,1993-02-21,5246
1678,1,MONTHLY STATEMENTS,1993-02-22,2038
2396,2,MONTHLY STATEMENTS,1993-02-22,2893
1005,54,WEEKLY STATEMENTS,1993-02-23,1209
697,28,MONTHLY STATEMENTS,1993-02-23,835
925,59,MONTHLY STATEMENTS,1993-02-23,1114
2110,64,MONTHLY STATEMENTS,1993-02-23,2554
1366,60,MONTHLY STATEMENTS,1993-02-24,1654
1050,57,STATEMENTS AFTER TRANSACTION,1993-02-24,1260
3117,33,MONTHLY STATEMENTS,1993-02-24,3770
562,50,MONTHLY STATEMENTS,1993-02-25,675
5369,54,MONTHLY STATEMENTS,1993-02-25,6481
2242,7,WEEKLY STATEMENTS,1993-02-25,2715
197,1,MONTHLY STATEMENTS,1993-02-25,239
496,69,MONTHLY STATEMENTS,1993-02-26,596
2,1,MONTHLY STATEMENTS,1993-02-26,2
7401,1,MONTHLY STATEMENTS,1993-02-26,9173
2486,1,MONTHLY STATEMENTS,1993-02-27,3001
428,1,MONTHLY STATEMENTS,1993-02-27,515
3651,23,MONTHLY STATEMENTS,1993-02-27,4402
1775,17,MONTHLY STATEMENTS,1993-02-27,2152
1688,70,MONTHLY STATEMENTS,1993-02-27,2049
361,51,MONTHLY STATEMENTS,1993-02-27,439
1829,43,MONTHLY STATEMENTS,1993-02-27,2218
1575,1,MONTHLY STATEMENTS,1993-02-27,1908
9203,70,MONTHLY STATEMENTS,1993-02-27,11331
3008,72,MONTHLY STATEMENTS,1993-02-27,3633
239,69,WEEKLY STATEMENTS,1993-03-01,289
3302,21,MONTHLY STATEMENTS,1993-03-02,3994
415,25,MONTHLY STATEMENTS,1993-03-03,501
3513,20,MONTHLY STATEMENTS,1993-03-03,4241
4134,7,MONTHLY STATEMENTS,1993-03-03,4979
1077,14,MONTHLY STATEMENTS,1993-03-03,1292
1713,43,MONTHLY STATEMENTS,1993-03-03,2078
1378,59,MONTHLY STATEMENTS,1993-03-04,1668
2503,1,MONTHLY STATEMENTS,1993-03-05,3021
559,46,MONTHLY STATEMENTS,1993-03-05,672
6555,38,WEEKLY STATEMENTS,1993-03-05,7914
744,42,MONTHLY STATEMENTS,1993-03-06,892
882,9,MONTHLY STATEMENTS,1993-03-06,1062
86,54,MONTHLY STATEMENTS,1993-03-07,102
1126,56,MONTHLY STATEMENTS,1993-03-08,1352
2666,49,MONTHLY STATEMENTS,1993-03-08,3218
944,70,MONTHLY STATEMENTS,1993-03-08,1138
1545,1,MONTHLY STATEMENTS,1993-03-08,1874
2453,1,MONTHLY STATEMENTS,1993-03-08,2962
3734,43,MONTHLY STATEMENTS,1993-03-08,4506
3935,23,MONTHLY STATEMENTS,1993-03-08,4745
396,21,MONTHLY STATEMENTS,1993-03-08,478
2694,7,MONTHLY STATEMENTS,1993-03-08,3251
4596,74,MONTHLY STATEMENTS,1993-03-09,5539
2489,72,MONTHLY STATEMENTS,1993-03-09,3005
2895,19,MONTHLY STATEMENTS,1993-03-09,3499
317,76,MONTHLY STATEMENTS,1993-03-10,387
2555,53,MONTHLY STATEMENTS,1993-03-10,3085
494,60,MONTHLY STATEMENTS,1993-03-11,593
2219,60,MONTHLY STATEMENTS,1993-03-11,2688
2581,72,MONTHLY STATEMENTS,1993-03-11,3115
112,6,MONTHLY STATEMENTS,1993-03-12,134
3674,38,MONTHLY STATEMENTS,1993-03-12,4428
2039,44,MONTHLY STATEMENTS,1993-03-12,2475
2712,9,MONTHLY STATEMENTS,1993-03-12,3272
395,1,MONTHLY STATEMENTS,1993-03-12,476
2974,9,MONTHLY STATEMENTS,1993-03-13,3591
123,21,MONTHLY STATEMENTS,1993-03-13,147
9640,1,MONTHLY STATEMENTS,1993-03-13,11866
3108,53,MONTHLY STATEMENTS,1993-03-14,3758
2508,34,MONTHLY STATEMENTS,1993-03-14,3028
2458,40,WEEKLY STATEMENTS,1993-03-14,2968
588,66,MONTHLY STATEMENTS,1993-03-14,706
7231,10,MONTHLY STATEMENTS,1993-03-14,8726
6701,49,WEEKLY STATEMENTS,1993-03-15,8091
3883,72,MONTHLY STATEMENTS,1993-03-15,4680
222,37,MONTHLY STATEMENTS,1993-03-15,267
2497,65,MONTHLY STATEMENTS,1993-03-16,3015
1372,1,MONTHLY STATEMENTS,1993-03-16,1660
3835,50,MONTHLY STATEMENTS,1993-03-16,4622
7445,64,MONTHLY STATEMENTS,1993-03-18,9226
2527,38,MONTHLY STATEMENTS,1993-03-19,3049
425,9,MONTHLY STATEMENTS,1993-03-19,511
860,1,MONTHLY STATEMENTS,1993-03-19,1037
6034,6,WEEKLY STATEMENTS,1993-03-19,7291
11065,11,MONTHLY STATEMENTS,1993-03-19,13603
9883,1,MONTHLY STATEMENTS,1993-03-19,12163
115,68,MONTHLY STATEMENTS,1993-03-19,138
1189,59,MONTHLY STATEMENTS,1993-03-19,1433
3675,64,MONTHLY STATEMENTS,1993-03-20,4429
3069,66,MONTHLY STATEMENTS,1993-03-20,3711
2762,19,MONTHLY STATEMENTS,1993-03-20,3335
892,70,MONTHLY STATEMENTS,1993-03-20,1075
1535,46,MONTHLY STATEMENTS,1993-03-20,1861
2618,60,MONTHLY STATEMENTS,1993-03-21,3159
2651,2,MONTHLY STATEMENTS,1993-03-21,3197
5442,34,MONTHLY STATEMENTS,1993-03-22,6567
1787,30,WEEKLY STATEMENTS,1993-03-22,2166
1397,17,MONTHLY STATEMENTS,1993-03-22,1691
3785,10,MONTHLY STATEMENTS,1993-03-24,4563
623,1,MONTHLY STATEMENTS,1993-03-24,748
8260,31,MONTHLY STATEMENTS,1993-03-24,10198
3678,1,MONTHLY STATEMENTS,1993-03-24,4433
3001,1,MONTHLY STATEMENTS,1993-03-24,3624
655,53,MONTHLY STATEMENTS,1993-03-24,786
4093,1,MONTHLY STATEMENTS,1993-03-25,4930
3260,68,MONTHLY STATEMENTS,1993-03-25,3944
2528,65,MONTHLY STATEMENTS,1993-03-25,3051
2011,75,MONTHLY STATEMENTS,1993-03-25,2443
1721,68,MONTHLY STATEMENTS,1993-03-25,2087
1332,59,MONTHLY STATEMENTS,1993-03-25,1613
1402,74,MONTHLY STATEMENTS,1993-03-26,1697
3283,68,MONTHLY STATEMENTS,1993-03-26,3974
3781,31,MONTHLY STATEMENTS,1993-03-26,4559
7203,71,MONTHLY STATEMENTS,1993-03-26,8692
1065,72,MONTHLY STATEMENTS,1993-03-27,1278
3076,54,MONTHLY STATEMENTS,1993-03-27,3719
4347,1,MONTHLY STATEMENTS,1993-03-27,5237
1157,7,MONTHLY STATEMENTS,1993-03-27,1391
9403,1,WEEKLY STATEMENTS,1993-03-27,11574
1874,9,MONTHLY STATEMENTS,1993-03-27,2274
1115,34,MONTHLY STATEMENTS,1993-03-27,1337
3586,59,MONTHLY STATEMENTS,1993-03-27,4328
62,47,MONTHLY STATEMENTS,1993-03-28,72
1771,69,MONTHLY STATEMENTS,1993-03-28,2147
5483,13,MONTHLY STATEMENTS,1993-03-28,6619
8330,48,MONTHLY STATEMENTS,1993-03-28,10287
187,5,MONTHLY STATEMENTS,1993-03-28,227
423,12,MONTHLY STATEMENTS,1993-03-28,509
6425,31,MONTHLY STATEMENTS,1993-03-29,7753
2493,62,MONTHLY STATEMENTS,1993-03-29,3009
2896,29,MONTHLY STATEMENTS,1993-03-30,3500
2245,29,MONTHLY STATEMENTS,1993-03-30,2719
3923,52,MONTHLY STATEMENTS,1993-03-30,4731
1898,70,MONTHLY STATEMENTS,1993-04-01,2305
3367,1,MONTHLY STATEMENTS,1993-04-01,4071
3391,74,MONTHLY STATEMENTS,1993-04-01,4100
8519,23,MONTHLY STATEMENTS,1993-04-02,10510
1780,1,MONTHLY STATEMENTS,1993-04-02,2157
3915,65,MONTHLY STATEMENTS,1993-04-02,4721
3980,75,MONTHLY STATEMENTS,1993-04-03,4799
4350,63,MONTHLY STATEMENTS,1993-04-04,5241
686,41,MONTHLY STATEMENTS,1993-04-04,823
362,15,MONTHLY STATEMENTS,1993-04-04,440
299,77,MONTHLY STATEMENTS,1993-04-05,364
2488,5,MONTHLY STATEMENTS,1993-04-06,3003
2985,71,MONTHLY STATEMENTS,1993-04-06,3605
385,5,MONTHLY STATEMENTS,1993-04-07,465
2817,56,MONTHLY STATEMENTS,1993-04-07,3404
2056,58,MONTHLY STATEMENTS,1993-04-07,2495
2002,1,MONTHLY STATEMENTS,1993-04-08,2432
748,10,MONTHLY STATEMENTS,1993-04-08,896
220,72,MONTHLY STATEMENTS,1993-04-09,265
1422,68,MONTHLY STATEMENTS,1993-04-09,1724
1147,44,MONTHLY STATEMENTS,1993-04-10,1380
3788,70,MONTHLY STATEMENTS,1993-04-10,4568
1891,32,MONTHLY STATEMENTS,1993-04-10,2294
1239,1,MONTHLY STATEMENTS,1993-04-10,1495
8321,77,MONTHLY STATEMENTS,1993-04-12,10275
3213,51,MONTHLY STATEMENTS,1993-04-12,3886
2838,3,WEEKLY STATEMENTS,1993-04-13,3430
3644,38,MONTHLY STATEMENTS,1993-04-13,4394
4318,33,WEEKLY STATEMENTS,1993-04-13,5200
2648,51,MONTHLY STATEMENTS,1993-04-13,3194
2313,26,WEEKLY STATEMENTS,1993-04-13,2799
5428,24,MONTHLY STATEMENTS,1993-04-14,6551
7123,64,STATEMENTS AFTER TRANSACTION,1993-04-14,8598
279,39,MONTHLY STATEMENTS,1993-04-14,336
104,37,MONTHLY STATEMENTS,1993-04-15,125
497,55,MONTHLY STATEMENTS,1993-04-15,597
1152,45,MONTHLY STATEMENTS,1993-04-15,1385
83,26,MONTHLY STATEMENTS,1993-04-16,98
2008,52,MONTHLY STATEMENTS,1993-04-16,2438
3327,45,MONTHLY STATEMENTS,1993-04-16,4021
5740,43,MONTHLY STATEMENTS,1993-04-16,6944
8132,5,WEEKLY STATEMENTS,1993-04-17,10046
10738,45,WEEKLY STATEMENTS,1993-04-17,13201
2216,74,MONTHLY STATEMENTS,1993-04-17,2684
1815,66,MONTHLY STATEMENTS,1993-04-17,2200
2823,57,MONTHLY STATEMENTS,1993-04-18,3412
4321,47,MONTHLY STATEMENTS,1993-04-18,5204
1773,33,MONTHLY STATEMENTS,1993-04-19,2149
7454,4,MONTHLY STATEMENTS,1993-04-19,9236
188,54,MONTHLY STATEMENTS,1993-04-20,228
10973,18,WEEKLY STATEMENTS,1993-04-20,13490
2599,48,MONTHLY STATEMENTS,1993-04-20,3135
1166,11,MONTHLY STATEMENTS,1993-04-21,1404
504,73,MONTHLY STATEMENTS,1993-04-21,606
1518,67,MONTHLY STATEMENTS,1993-04-21,1841
2189,75,MONTHLY STATEMENTS,1993-04-22,2650
6040,1,MONTHLY STATEMENTS,1993-04-22,7299
2876,52,MONTHLY STATEMENTS,1993-04-22,3476
1505,69,MONTHLY STATEMENTS,1993-04-23,1824
6897,48,MONTHLY STATEMENTS,1993-04-23,8327
4377,28,MONTHLY STATEMENTS,1993-04-24,5275
717,75,MONTHLY STATEMENTS,1993-04-24,859
9707,70,MONTHLY STATEMENTS,1993-04-24,11947
2814,72,MONTHLY STATEMENTS,1993-04-25,3399
3068,59,MONTHLY STATEMENTS,1993-04-25,3710
1476,61,MONTHLY STATEMENTS,1993-04-26,1789
897,38,MONTHLY STATEMENTS,1993-04-26,1080
977,1,MONTHLY STATEMENTS,1993-04-26,1178
2639,17,MONTHLY STATEMENTS,1993-04-26,3185
1032,11,MONTHLY STATEMENTS,1993-04-26,1239
928,20,MONTHLY STATEMENTS,1993-04-26,1117
168,31,MONTHLY STATEMENTS,1993-04-27,203
2175,1,MONTHLY STATEMENTS,1993-04-27,2633
10105,55,MONTHLY STATEMENTS,1993-04-28,12432
1392,60,MONTHLY STATEMENTS,1993-04-28,1685
3697,45,MONTHLY STATEMENTS,1993-04-29,4458
5313,40,MONTHLY STATEMENTS,1993-04-29,6417
2222,47,MONTHLY STATEMENTS,1993-05-01,2691
2641,7,MONTHLY STATEMENTS,1993-05-02,3187
5423,15,MONTHLY STATEMENTS,1993-05-02,6546
2609,73,MONTHLY STATEMENTS,1993-05-03,3148
5472,1,MONTHLY STATEMENTS,1993-05-04,6604
2932,72,MONTHLY STATEMENTS,1993-05-04,3540
4254,70,MONTHLY STATEMENTS,1993-05-04,5127
3965,31,MONTHLY STATEMENTS,1993-05-04,4783
10656,8,MONTHLY STATEMENTS,1993-05-05,13102
887,1,MONTHLY STATEMENTS,1993-05-05,1068
4743,64,MONTHLY STATEMENTS,1993-05-05,5722
1048,35,MONTHLY STATEMENTS,1993-05-05,1257
1671,6,MONTHLY STATEMENTS,1993-05-05,2029
1236,19,MONTHLY STATEMENTS,1993-05-05,1491
1822,30,MONTHLY STATEMENTS,1993-05-05,2209
3316,28,MONTHLY STATEMENTS,1993-05-06,4009
2037,20,MONTHLY STATEMENTS,1993-05-06,2473
10079,62,MONTHLY STATEMENTS,1993-05-06,12396
3999,35,MONTHLY STATEMENTS,1993-05-06,4821
551,77,MONTHLY STATEMENTS,1993-05-07,664
1200,33,MONTHLY STATEMENTS,1993-05-07,1449
1161,66,MONTHLY STATEMENTS,1993-05-08,1397
5372,48,MONTHLY STATEMENTS,1993-05-08,6485
3050,60,MONTHLY STATEMENTS,1993-05-08,3687
1784,59,MONTHLY STATEMENTS,1993-05-08,2161
1603,1,MONTHLY STATEMENTS,1993-05-09,1944
1887,68,MONTHLY STATEMENTS,1993-05-09,2290
1644,1,MONTHLY STATEMENTS,1993-05-09,1993
1658,73,MONTHLY STATEMENTS,1993-05-10,2010
44,32,MONTHLY STATEMENTS,1993-05-10,52
1039,70,WEEKLY STATEMENTS,1993-05-10,1246
1071,68,WEEKLY STATEMENTS,1993-05-10,1286
2410,54,MONTHLY STATEMENTS,1993-05-11,2911
2523,10,MONTHLY STATEMENTS,1993-05-11,3045
790,54,MONTHLY STATEMENTS,1993-05-11,946
2583,62,MONTHLY STATEMENTS,1993-05-11,3117
1782,8,MONTHLY STATEMENTS,1993-05-12,2159
751,3,MONTHLY STATEMENTS,1993-05-12,901
2061,24,MONTHLY STATEMENTS,1993-05-12,2500
8261,13,MONTHLY STATEMENTS,1993-05-12,10200
2321,35,MONTHLY STATEMENTS,1993-05-13,2808
1334,74,MONTHLY STATEMENTS,1993-05-14,1615
3649,54,MONTHLY STATEMENTS,1993-05-14,4400
555,24,MONTHLY STATEMENTS,1993-05-15,668
3173,39,MONTHLY STATEMENTS,1993-05-15,3837
863,71,MONTHLY STATEMENTS,1993-05-16,1040
3181,42,MONTHLY STATEMENTS,1993-05-16,3846
3210,1,MONTHLY STATEMENTS,1993-05-17,3883
489,16,MONTHLY STATEMENTS,1993-05-17,588
947,59,MONTHLY STATEMENTS,1993-05-17,1142
3284,64,MONTHLY STATEMENTS,1993-05-17,3975
1610,52,MONTHLY STATEMENTS,1993-05-17,1952
4225,55,MONTHLY STATEMENTS,1993-05-18,5093
1412,64,MONTHLY STATEMENTS,1993-05-18,1711
1937,36,MONTHLY STATEMENTS,1993-05-18,2353
991,39,MONTHLY STATEMENTS,1993-05-18,1195
1180,20,MONTHLY STATEMENTS,1993-05-19,1421
2758,70,MONTHLY STATEMENTS,1993-05-19,3331
2711,58,MONTHLY STATEMENTS,1993-05-19,3271
1652,74,MONTHLY STATEMENTS,1993-05-20,2002
3099,70,MONTHLY STATEMENTS,1993-05-20,3748
11111,1,MONTHLY STATEMENTS,1993-05-20,13657
9591,74,MONTHLY STATEMENTS,1993-05-20,11804
9828,11,MONTHLY STATEMENTS,1993-05-20,12095
5385,44,WEEKLY STATEMENTS,1993-05-21,6499
23,30,MONTHLY STATEMENTS,1993-05-22,29
2645,54,MONTHLY STATEMENTS,1993-05-22,3191
2991,19,MONTHLY STATEMENTS,1993-05-22,3612
3469,76,MONTHLY STATEMENTS,1993-05-22,4192
1851,55,MONTHLY STATEMENTS,1993-05-23,2246
3844,67,MONTHLY STATEMENTS,1993-05-23,4634
1442,23,MONTHLY STATEMENTS,1993-05-23,1750
3064,40,MONTHLY STATEMENTS,1993-05-23,3705
3558,4,MONTHLY STATEMENTS,1993-05-23,4293
1534,1,MONTHLY STATEMENTS,1993-05-24,1860
334,1,MONTHLY STATEMENTS,1993-05-24,408
1786,1,MONTHLY STATEMENTS,1993-05-25,2164
1272,40,WEEKLY STATEMENTS,1993-05-25,1535
2436,67,MONTHLY STATEMENTS,1993-05-25,2942
3796,53,MONTHLY STATEMENTS,1993-05-25,4576
119,27,MONTHLY STATEMENTS,1993-05-25,143
3063,72,MONTHLY STATEMENTS,1993-05-26,3704
18,43,WEEKLY STATEMENTS,1993-05-26,24
11320,44,MONTHLY STATEMENTS,1993-05-26,13915
3888,39,MONTHLY STATEMENTS,1993-05-27,4686
1584,30,MONTHLY STATEMENTS,1993-05-27,1919
5546,43,MONTHLY STATEMENTS,1993-05-28,6698
2029,55,MONTHLY STATEMENTS,1993-05-29,2464
10911,1,WEEKLY STATEMENTS,1993-05-29,13412
2467,33,MONTHLY STATEMENTS,1993-05-29,2978
2962,1,MONTHLY STATEMENTS,1993-05-30,3576
165,25,MONTHLY STATEMENTS,1993-06-01,199
1617,45,MONTHLY STATEMENTS,1993-06-01,1961
327,54,MONTHLY STATEMENTS,1993-06-02,399
2068,21,MONTHLY STATEMENTS,1993-06-02,2507
4448,60,MONTHLY STATEMENTS,1993-06-02,5366
640,32,MONTHLY STATEMENTS,1993-06-02,768
510,1,WEEKLY STATEMENTS,1993-06-02,613
2534,61,MONTHLY STATEMENTS,1993-06-03,3059
1018,7,MONTHLY STATEMENTS,1993-06-03,1222
1285,65,MONTHLY STATEMENTS,1993-06-04,1555
3670,27,MONTHLY STATEMENTS,1993-06-04,4423
1743,51,MONTHLY STATEMENTS,1993-06-04,2114
3072,8,MONTHLY STATEMENTS,1993-06-05,3714
2146,31,MONTHLY STATEMENTS,1993-06-05,2596
4576,27,MONTHLY STATEMENTS,1993-06-05,5517
3258,53,MONTHLY STATEMENTS,1993-06-05,3942
2176,67,MONTHLY STATEMENTS,1993-06-06,2635
8934,51,MONTHLY STATEMENTS,1993-06-06,11008
1999,70,MONTHLY STATEMENTS,1993-06-06,2429
2741,15,MONTHLY STATEMENTS,1993-06-07,3308
